Genus,Species,Clade,Higher Group,Order,Family,Extinct,Shape,Habitat,Total Length (cm),Fork Length (cm),Precaudal Length (cm),Head Length (cm),Snout Length (cm),OOL (cm),Head Height (cm),Mouth Width (cm),Dorsoventral Body Height (cm),Mediolateral Body Width (cm),Girth (cm),Prepectoral Length (cm),Prepelvic Length (cm),Bill Length (cm),Body Mass (g),Presence of Swimbladder,Presence of Heterocercal Caudal Fin,Specimen,Ontogenetic Status,Gender,Length As,N,drop,Reference,Weight Reference,Method of Measurement,Is Body Mass Estimated,Notes
Remora,brachyptera,Actinopterygii,Acanthopterygii,Carangiformes,Echeneidae,0,elongate,pelagic,25.1218,,20.9,5.7893,2.8215,2.9678,3.14,,3.2813,,,3.91,4.63,,,0,FALSE,PKU 9440,,,total length,1,,Myoung et al. 2015,,mixed,,
Remora,brachyptera,Actinopterygii,Acanthopterygii,Carangiformes,Echeneidae,0,elongate,pelagic,21.47984,,18.02,4.75728,2.3426,2.41468,2.22,,3.13548,,,3.21,3.82,,,0,FALSE,PKU 11044,,,total length,1,,Myoung et al. 2015,,mixed,,
Remora,osteochir,Actinopterygii,Acanthopterygii,Carangiformes,Echeneidae,0,elongate,pelagic,28.85925,,24.15,4.95075,2.2701,2.68065,2.33,,2.7048,,,4.87,5.42,,,0,FALSE,PKU 9646,,,total length,1,,Myoung et al. 2015,,mixed,,
Remora,osteochir,Actinopterygii,Acanthopterygii,Carangiformes,Echeneidae,0,elongate,pelagic,15.4,,13.1,2.9344,1.3755,1.5589,,,1.2576,,,,,,,0,FALSE,,,,total length,1,,Tuncer et al. 2012,,reported measurements,,
Remora,remora,Actinopterygii,Acanthopterygii,Carangiformes,Echeneidae,0,elongate,pelagic,33,,26.7,6.8,2.9,3.9,,,1.9,,,,,,356,FALSE,FALSE,,,,total length,1,,Ergüden and Ayas 2021,Ergüden and Ayas 2021,reported measurements,FALSE,
Remora,remora,Actinopterygii,Acanthopterygii,Carangiformes,Echeneidae,0,elongate,pelagic,66,,53.5,13.5,5.9,7.6,,,3.9,,,,,,1665,FALSE,FALSE,,,,total length,1,,Ergüden and Ayas 2021,Ergüden and Ayas 2021,reported measurements,FALSE,
Scomberoides,commersonnianus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,74.809715,64.2,60.7,11.74545,2.904495,8.840955,11.99,,17.581755,6.091245,,13.42,,,1570.47534175304,1,FALSE,,,,total length,2,,Motomura et al. 1998,Roul et al. 2020,mixed,TRUE,"Prebranchial length, head depth, and other measurements estimated off of the proportions of MUFS 13554, as only one of the two specimens was figured"
Scomberoides,commersonnianus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,47.46,42.48,40.18,8.11636,2.08936,6.027,7.755,,13.0585,3.97782,,8.62,,,484.586889009046,1,FALSE,FAKU 146095,,,total length,1,,Matsunuma et al. 2019,Roul et al. 2020,measured from figure/photo,TRUE,
Scomberoides,commersonnianus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,75.2,64.2,61.24,12.409,2.054,10.355,11.284,,15.435,,,6.283,,,2500,1,FALSE,,,,total length,1,,"Randall 1997, Mihalitsis and Bellwood 2019",Randall 1997,measured from figure/photo,FALSE,
Scomberoides,commersonnianus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,13.3,11.7,10.5,2.485,0.443,2.042,2.511,,3.889,,,2.473,,,,1,FALSE,,juvenile,,total length,1,,"Randall 1997, Mihalitsis and Bellwood 2019",,measured from figure/photo,,
Scomberoides,commersonnianus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,35.8,31.782,30,5.881,0.758,5.123,6.019,,9.579,,,12.906,,,,1,FALSE,,,,total length,1,,"Randall 1997, Mihalitsis and Bellwood 2019",,measured from figure/photo,,
Scomberoides,commersonnianus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,52.6,46.3,43.8,8.856,1.281,7.575,8.982,,11.987,,,9.204,,,,1,FALSE,,,,total length,1,,"Randall 1997, Mihalitsis and Bellwood 2019",,measured from figure/photo,,
Scomberoides,lysan,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,41.92,37,33.988,5.907,1.34,4.567,5.048,,9.655,3.56874,,5.916,,,418.099970962751,1,FALSE,JNU0057-1,,,total length,1,,Kim et al. 2018,Kulbicki et al. 2005,mixed,TRUE,
Scomberoides,lysan,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,55.165,48.83,44.85,8.534,1.834,6.7,7.311,,11.139,,,8.617,,,,1,FALSE,FAKU 133021,,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Scomberoides,tala,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,57,50.27,46.6,7.47,1.41,6.06,8.23,,13.64,,,7.96,8.31,,,1,FALSE,,,,total length,1,,Osmany pers. comm. (FishBase),,measured from figure/photo,,
Scomberoides,tala,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,54,47.41,44.08,7.03,1.1,5.93,8.66,,13.09,,,7.2,7.07,,,1,FALSE,,,,total length,1,,Osmany pers. comm. (FishBase),,measured from figure/photo,,
Scomberoides,tol,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,32.3,28.37,25.76,4.82,1.08,3.74,3.81,,6.3,,,5.2,,,,1,FALSE,,adult,,total length,1,,Randall 1997,,measured from figure/photo,,
Scomberoides,tol,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,18.58,17.33,15.836,3.207,0.843,2.364,2.899,,4.348,,,3.225,,,,1,FALSE,FAKU 142911,juvenile?,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Selar,crumenophthalmus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,22.603,20.76,18.917,5.048,1.53,3.518,4.199,,5.718,,,5.014,,,,1,FALSE,FAKU 139462,adult,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Selar,crumenophthalmus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,21.442,19.455,18,5.475,1.555,3.92,4.331,,5.29,,,5.427,,,,1,FALSE,,adult,,total length,1,,Osmany pers. comm. (FishBase),,measured from figure/photo,,Standard length measured to base of caudal fin
Selar,crumenophthalmus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,17.9,16,14.418,4.43,1.179,3.251,3.402,,4.328,,,4.427,4.86,,,1,FALSE,,adult,,total length,1,,Randall 1997,,measured from figure/photo,,May be on the cusp of maturity. Standard length measured to base of caudal fin
Selar,crumenophthalmus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,19.7,17.4,15.461,5.185,1.539,3.646,3.992,,4.81,,,5.194,5.58,,,1,FALSE,,adult,,total length,1,,Randall 1997,,measured from figure/photo,,May be on the cusp of maturity. Standard length measured to base of caudal fin
Selene,vomer,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,compressiform,demersal,32.03,27.22,24.74,8.33,3.59,4.74,15.8,,16.76,,,8.83,9.68,,,1,FALSE,,,,total length,1,,Eliff pers. comm. (FishBase),,measured from figure/photo,,Photo uploaded to FishBase at https://www.fishbase.de/photos/UploadedBy.php?autoctr=16209&win=uploaded
Seriola,aureovittata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,41.94,38.05,34.51,9.327,2.985,6.342,7.289,,9.389,,,9.464,,,,1,FALSE,FAKU 144547,,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Seriola,carpenteri,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,32.2,28,25,8.4,3,4.768,6.564,,7.9,,,7.1,,,393,1,FALSE,FSB Ser-carp-01,,,total length,1,,Capape et al. 2018,Capape et al. 2018,mixed,FALSE,
Seriola,carpenteri,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,35.2,31.5,27.5,8.7,3.3,5.4,,,8.1,,,,,,555,1,FALSE,FSB Ser-carp-02,,,total length,1,,Capape et al. 2018,Capape et al. 2018,reported measurements,FALSE,
Seriola,carpenteri,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,32.5,28.5,25.5,8.9,3.1,5.8,,,7.9,,,,,,420,1,FALSE,FSB Ser-carp-03,,,total length,1,,Capape et al. 2018,Capape et al. 2018,reported measurements,FALSE,
Seriola,carpenteri,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,40,35.5,31,10,3.2,6.8,,,12,,,,,,706,1,FALSE,FSB Ser-carp-04,,,total length,1,,Capape et al. 2018,Capape et al. 2018,reported measurements,FALSE,
Seriola,dumerili,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,pelagic,31.485,28.41,25.233,7.357,2.226,5.131,6.07,,8.749,,,,,,,1,FALSE,FAKU 146556,,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Seriola,dumerili,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,pelagic,32.405,29.9,26.614,8.016,2.702,5.314,6.449,,8.992,,,8,8.18,,,1,FALSE,,adult,,total length,1,,Lin and Shao 1999,,measured from figure/photo,,
Seriola,dumerili,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,pelagic,41.7,37.6,33.166,9.244,2.661,6.583,8.208,,11.35,,,9.24,10.14,,,1,FALSE,,adult,,total length,1,,Lin and Shao 1999,,measured from figure/photo,,
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,21.5,19.5,18.5,5.27,1.95,3.32,,,7.5,,,,,,,1,FALSE,Sflc9,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,25,22,21,6.45,2.4,4.05,,,7.5,,,,,,,1,FALSE,Sflc2,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,26,22,21,6.3,2.35,3.95,,,7.5,,,,,,,1,FALSE,Sflc4,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,26,22,21,6.45,2.57,3.88,,,8,,,,,,,1,FALSE,Sflc6,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,27,23.5,22,6.35,2.39,3.96,,,7.5,,,,,,,1,FALSE,Sflc8,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,28,24,23,6.78,2.32,4.46,,,8,,,,,,,1,FALSE,Sflc5,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,28,25,24,6.95,2.51,4.44,,,8.5,,,,,,,1,FALSE,Sflc1,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,31.5,27,25.5,7.49,2.62,4.87,,,9,,,,,,,1,FALSE,Sflc7,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,fasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,33.5,29,28,7.82,3.02,4.8,,,10,,,,,,,1,FALSE,Sflc3,adult,,total length,1,,Andaloro et al. 2005,,reported measurements,,"Despite small size, considered to be mature"
Seriola,lalandi,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,94.959,85,77.424,18.234,5.417,12.817,15.496,,20.914,,,19.25,22.86,,,1,FALSE,,,,total length,1,,Duffy pers. comm. (FishBase),,measured from figure/photo,,Accessed from Fishbase at https://www.fishbase.de/photos/UploadedBy.php?autoctr=25340&win=uploaded
Seriola,lalandi,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,85.3,76.2,70.6,18.245,6.178,12.067,13.062,,17.224,,,19.16,20.417,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Seriola,lalandi,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,70.39,63.574,57.71,14.572,4.397,10.175,11.447,,14.506,,,15.001,17.677,,,1,FALSE,,,,total length,1,,Duffy pers. comm. (iNaturalist),,measured from figure/photo,,Picture from iNaturalist at https://www.inaturalist.org/observations/67811507
Seriola,quinqueradiata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,37.064,34.05,30.622,9.128,3.216,5.912,7.063,,9.015,,,,,,,1,FALSE,FAKU 135235,,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Seriola,rivoliana,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,34.34,31.3,27.875,7.463,2.593,4.87,6.948,,10.721,,,7.546,,,,1,FALSE,FAKU 143582,,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Seriola,rivoliana,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,47.2,42.2,38.5,10.384,3.256,7.128,9.137,,12.49,,,10.47,11.18,,1100,1,FALSE,,,,total length,1,,"Randall 1997, Mihalitsis and Bellwood 2019",Randall 1997,measured from figure/photo,FALSE,
Seriola,rivoliana,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,66,59,53.8,14.098,4.299,9.799,12.526,,16.34,,,14.4,15.37,,3175.14659,1,FALSE,,,,total length,1,,"Randall 1997, Mihalitsis and Bellwood 2019",Randall 1997,measured from figure/photo,FALSE,
Seriola,rivoliana,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,74.2,67,62,16.565,5.317,11.248,14.082,,17.575,,,16.81,17.68,,4000,1,FALSE,,,,total length,1,,Randall 1997,Randall 1997,measured from figure/photo,FALSE,
Seriola,rivoliana,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,89,83.5,80,19.9,8,11.9,17.3,,21.6,9.9,,20.9,23.5,,8664.39546571444,1,FALSE,USNM 22258,,,total length,1,,Goode and Bean 1879a,Frota et al. 2004,reported measurements,TRUE,
Seriolina,nigrofasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,28.78,26.87,23.327,6.147,1.785,4.362,6.034,,7.662,,,6.402,,,,1,FALSE,FAKU 139605,,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Seriolina,nigrofasciata,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,demersal,19.803,17.823,15.774,4.058,0.688,3.37,4.294,,5.763,,,,,,,1,FALSE,,,,total length,1,,Ray et al. 2021,,measured from figure/photo,,
Trachinotus,baillonii,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,33.578,25.5,22.492,5.178,0.775,4.403,5.566,,8.919,,,5.75,6.64,,,1,FALSE,,adult,,total length,1,,Lin and Shao 1999,,measured from figure/photo,,
Trachinotus,blochii,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,compressiform,neritic,30.282,25,21.681,5.41,0.622,4.788,7.254,,12.333,,,5.6,6.88,,,1,FALSE,,adult,,total length,1,,Lin and Shao 1999,,measured from figure/photo,,
Trachinotus,botla,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,compressiform,neritic,37.5,28.3,25.8,5.706,1.002,4.704,5.922,,11.589,,,5.795,6.872,,,1,FALSE,,,,total length,1,,Randall 1997,,measured from figure/photo,,
Trachinotus,mookalee,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,71.5,58.2,54.8,11.92,2.29,9.63,14.88,,22.41,,,11.94,14.52,,3700,1,FALSE,,,,total length,1,,Randall 1997,Randall 1997,measured from figure/photo,FALSE,
Trachurus,japonicus,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,fusiform,neritic,28.404,26.26,23.825,6.006,1.876,4.13,4.858,,6.58,,,6.056,,,,1,FALSE,FAKU 146557,,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Ulua,mentalis,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,compressiform,neritic,17.257,15.086,13.153,3.526,0.532,2.994,4.977,,7.335,,,,,,,1,FALSE,,,,total length,1,,Ray et al. 2021,,measured from figure/photo,,
Uraspis,helvola,Actinopterygii,Acanthopterygii,Carangiformes,Carangidae,0,compressiform,neritic,32.298,30.14,26.3,7.096,1.872,5.224,8.641,,12.673,,,,,,,1,FALSE,FAKU 132150,,,total length,1,,Matsunuma et al. 2019,,measured from figure/photo,,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,6.202,,5.059,1.906,0.485,1.421,1.509,0.501,2.201,0.797,5.2,,,,4.82217132382079,1,FALSE,CMNH 9619a,juvenile,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,20.2,,17.1,5.515,1.356,4.159,5.235,2.114,6.554,3.225,16,,,,181.823540294475,1,FALSE,CMNH 9619b,,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,7.346,,5.907,2.218,0.554,1.664,1.791,0.575,2.522,1.096,6.3,,,,8.11410345007829,1,FALSE,CMNH 9619c,juvenile,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,18.9,,15.4,5.249,1.385,3.864,4.36,1.753,6.307,2.925,15,,,,148.198424279153,1,FALSE,CMNH 9619d,,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,14.8,,12.1,4.382,1.105,3.277,4.141,1.701,5.83,2.72,14.3,,,,69.8850874773286,1,FALSE,CMNH 9619e,,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,19.1,,16,5.275,1.393,3.882,4.888,2.015,6.675,3.67,16.3,,,,153.072287009851,1,FALSE,CMNH 9619f,,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,5.173,,4.175,1.537,0.36,1.177,1.134,0.502,1.637,0.726,4.3,,,,2.76085996185758,1,FALSE,CMNH 1997a,juvenile,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,10.534,,8.278,3.046,0.811,2.235,2.458,1.068,3.395,1.649,8.7,,,,24.5726416526368,1,FALSE,CMNH 1997b,juvenile,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,4.29,,3.473,1.364,0.385,0.979,1.032,0.292,1.358,0.532,3.3,,,,1.55300808318759,1,FALSE,CMNH 1997c,juvenile,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,18.4,,15.1,5.301,1.367,3.934,4.835,1.964,5.873,2.811,15,,,,136.474021114729,1,FALSE,CMNH 1997d,,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,10.861,,8.728,3.395,0.925,2.47,2.851,1.066,3.378,1.708,9.4,,,,26.9937864174089,1,FALSE,CMNH 1997e,juvenile,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,18.5,,14.9,5.435,1.436,3.999,4.554,1.937,6.299,3.663,15.6,,,,138.766902136649,1,FALSE,CMNH 1997f,,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Amblopites,rupestris,Actinopterygii,Acanthopterygii,Centrarchiformes,Centrarchidae,0,compressiform,demersal,18,,14.8,5.368,1.405,3.963,4.598,1.92,5.947,2.997,17,,,,127.55799395777,1,FALSE,CMNH 1997g,,,total length,1,,Present Study,Bister et al. 2000,measured from specimen,TRUE,
Kyphosus,incisor,Actinopterygii,Acanthopterygii,Centrarchiformes,Kyphosidae,0,fusiform,demersal,31,27.9,23.2,6.515,2.1,4.415,6.397,,10.3,,,,,,452,1,FALSE,,,,total length,1,,Azzurro et al. 2013,Azzurro et al. 2013,mixed,FALSE,
Kyphosus,sectatrix,Actinopterygii,Acanthopterygii,Centrarchiformes,Kyphosidae,0,fusiform,demersal,48.9,43.8,37.3,9.7,3.4,6.3,,,15,4.6,,,,,1535.4,1,FALSE,,,,total length,1,,Francour and Mouine 2006,Francour and Mouine 2006,reported measurements,FALSE,
Kyphosus,sectatrix,Actinopterygii,Acanthopterygii,Centrarchiformes,Kyphosidae,0,fusiform,demersal,49.5,44,41.5,9,2.41,6.59,9.283,,17,5.5,,10,12,,1650,1,FALSE,,,,total length,1,,Ligas et al. 2011,Ligas et al. 2011,mixed,FALSE,
